"path","category","runtime_relevance","reviewed","issues_found","notes"
"reports/final_project_completion/stages/stage-5c-rl-motor-control/evidence/motor_commands.jsonl","research evidence","structural","structural","",""
"reports/final_project_completion/stages/stage-5c-rl-motor-control/evidence/stage5c_runtime_summary.json","research evidence","structural","structural","",""
"reports/final_project_completion/stages/stage-5c-rl-motor-control/plan.md","research evidence","structural","structural","",""
"reports/final_project_completion/stages/stage-5c-rl-motor-control/result.json","research evidence","structural","structural","",""
"reports/final_project_completion/stages/stage-5c-rl-motor-control/result.md","research evidence","structural","structural","",""
"reports/final_submission/execution_log.md","research evidence","structural","structural","",""
"reports/final_submission/final_artifact_manifest.json","research evidence","structural","structural","",""
"reports/final_submission/final_benchmark_summary.json","research evidence","structural","structural","",""
"reports/final_submission/final_file_inventory.txt","research evidence","structural","structural","",""
"reports/final_submission/final_git_history.txt","research evidence","structural","structural","",""
"reports/final_submission/final_limitations.md","research evidence","structural","structural","",""
"reports/final_submission/final_runtime_summary.json","research evidence","structural","structural","",""
"reports/final_submission/final_submission_report.json","research evidence","structural","structural","",""
"reports/final_submission/final_submission_report.md","research evidence","structural","structural","",""
"reports/final_submission/final_test_results.txt","research evidence","structural","structural","",""
"reports/final_submission/interruption_recovery.json","research evidence","structural","structural","",""
"reports/final_submission/paper_result.json","research evidence","structural","structural","",""
"reports/final_submission/paper_result.md","research evidence","structural","structural","",""
"reports/final_submission/release_manifest.json","research evidence","structural","structural","",""
"reports/final_submission/stage1_grid_environment/validation.json","research evidence","structural","structural","",""
"reports/final_submission/stage2_planner_baselines/raw_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage2_planner_baselines/summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/collisions.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/constraint_violations.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/coverage.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/episodic_return.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/evaluation_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/hazard_recall.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/ppo_checkpoint_metadata.json","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/sac_checkpoint_metadata.json","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/safety_cost.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/success.png","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage3_rl_baselines/training_metrics.csv","research evidence","structural","structural","",""
"reports/final_submission/stage4_riskshield_ppo/checkpoint_metadata.json","research evidence","structural","structural","",""
"reports/final_submission/stage4_riskshield_ppo/comparison_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage4_riskshield_ppo/comparison_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage4_riskshield_ppo/constraint_training_metrics.csv","research evidence","structural","structural","",""
"reports/final_submission/stage4_riskshield_ppo/ppo_training_diagnostics.csv","research evidence","structural","structural","",""
"reports/final_submission/stage5_safety_shield/raw_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage5_safety_shield/summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_dynamic/first_person_final.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_dynamic/first_person_initial.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_dynamic/stage5c_runtime_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_dynamic/webots_stderr.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_dynamic/webots_stdout.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_medium/first_person_final.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_medium/first_person_initial.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_medium/stage5c_runtime_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_medium/webots_stderr.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_medium/webots_stdout.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_small/first_person_final.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_small/first_person_initial.png","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_small/stage5c_runtime_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_small/webots_stderr.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/site_small/webots_stdout.log","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/visual_validation.json","research evidence","structural","structural","",""
"reports/final_submission/stage6_webots/world_smoke_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage7_perception/selected_runtime_annotation.png","research evidence","structural","structural","",""
"reports/final_submission/stage7_perception/validation.json","research evidence","structural","structural","",""
"reports/final_submission/stage8_uncertainty/aggregated_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage8_uncertainty/raw_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage8_uncertainty/summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/ablation_manifest.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/ablation_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/ablation_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/aggregated_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/benchmark_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/failed_runs.jsonl","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/collision_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/constraint_violation_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/energy_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/hazard_recall_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/inspection_coverage_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/learning_curves.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/robustness_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/safety_cost_curves.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/safety_performance_pareto.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/safety_shield_interventions.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/collision_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/constraint_violation_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/energy_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/hazard_recall_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/inspection_coverage_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/learning_curves.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/robustness_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/safety_cost_curves.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/safety_performance_pareto.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/safety_shield_interventions.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/success_rate_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/time_to_inspect_comparison.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/source_data/uncertainty_degradation.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/success_rate_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/time_to_inspect_comparison.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/figures/uncertainty_degradation.png","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/raw_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/raw_results.parquet","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/resume_state.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/run_manifest.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/statistical_analysis.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/statistical_analysis.md","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/tables/ablation_summary.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/tables/ablation_summary.tex","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/tables/algorithm_summary.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/tables/algorithm_summary.tex","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/aggregated_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/benchmark_summary.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/failed_runs.jsonl","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/raw_results.csv","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/raw_results.parquet","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/resume_state.json","research evidence","structural","structural","",""
"reports/final_submission/stage9_benchmark/validation/five_algorithm_gate/statistical_analysis.json","research evidence","structural","structural","",""
"reports/final_submission/stage_audit.json","research evidence","structural","structural","",""
"reports/final_submission/stage_audit.md","research evidence","structural","structural","",""
"reports/perception/pilot_runs/latest_pilot_summary.json","research evidence","structural","structural","",""
"reports/perception/pilot_runs/pilot_summary_20260722_211614.csv","research evidence","structural","structural","",""
"reports/perception/pilot_runs/pilot_summary_20260722_211614.json","research evidence","structural","structural","",""
"reports/perception/pilot_runs/pilot_viability_decision.json","research evidence","structural","structural","",""
"reports/perception/production_training_optimized/latest_summary.json","research evidence","structural","structural","",""
"reports/perception/production_training_optimized/summary_20260723_003324.json","research evidence","structural","structural","",""
"reports/perception/stage5b/benchmark_20260726/benchmark_stage5b_models.py","research evidence","structural","structural","",""
"reports/perception/stage5b/benchmark_20260726/stage5b1_console_output.txt","research evidence","structural","structural","",""
"reports/perception/stage5b/benchmark_20260726/stage5b1_model_benchmark.csv","research evidence","structural","structural","",""
"reports/perception/stage5b/benchmark_20260726/stage5b1_model_benchmark.json","research evidence","structural","structural","",""
"reports/perception/stage5b/benchmark_20260726/stage5b1_selected_model.json","research evidence","structural","structural","",""
"reports/perception/stage5b/model_selection.json","research evidence","structural","structural","",""
"reports/perception/stage5b/stage5b3_runtime_validation.json","research evidence","structural","structural","",""
"reports/perception/stage5b/stage5b4_final_showcase.json","research evidence","structural","structural","",""
"reports/perception/training_environment.json","research evidence","structural","structural","",""
"reports/repository_audit/branch_comparison.md","research evidence","structural","structural","",""
"reports/repository_audit/documentation_review.md","research evidence","structural","structural","",""
"reports/repository_audit/file_coverage.csv","research evidence","structural","structural","",""
"reports/repository_audit/github_tree.json","research evidence","structural","structural","",""
"reports/repository_audit/issues.csv","research evidence","structural","structural","",""
"reports/repository_audit/rendering_root_cause.md","research evidence","structural","structural","",""
"reports/repository_audit/security_review.md","research evidence","structural","structural","",""
"reports/repository_audit/summary.json","research evidence","structural","structural","",""
"reports/repository_audit/summary.md","research evidence","structural","structural","",""
"reports/repository_audit/tracked_files.txt","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/infeasible_variants.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/protocol.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/statistics.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/statistics.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/summary.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/ablations_v4/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/best_recurrent_dagger.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/causal_expert.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/causal_risk_aware_astar.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/hrmppo_safe_v3_failed.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/hrmppo_v2_task_baseline.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/baseline_manifests/riskshield_ppo_v1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/aggregated_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/benchmark_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/benchmark_summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/hierarchical_v4_rows.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/integrity_report.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/integrity_report.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/metric_availability.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/raw_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/raw_results.parquet","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/benchmark_v2/resume_state.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/behavior_cloning_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/checkpoint_manifest.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/confusion_matrix_seed_20260730.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/confusion_matrix_seed_20260731.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/confusion_matrix_seed_20260732.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/memory_smoke_test.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_behavior_cloning/mix_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_dataset_recovery.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_expert/evaluation.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_expert/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_expert_dataset/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/causal_expert_dataset_systematic/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/cv_final_audit/summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/cv_final_audit/summary.md","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/dagger_iteration_1.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/dagger_iteration_2.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/dagger_iteration_3.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/dagger_results.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/dagger_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_1_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_1_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_1_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_2_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_2_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_2_training/memory_profile.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_3_training/behavior_cloning_summary.json","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_3_training/confusion_matrix.csv","research evidence","structural","structural","",""
"reports/strong_policy_upgrade/dagger/iteration_3_training/memory_profile.json","research evidence","structural","structural","",""
